"caseid" "gender" "race" "c1rrscal" "c1rrtsco" "c1rmscal" "c1rmtsco" "c1rgscal" "c1rgtsco" "c1fmotor" "c1gmotor" "c2rrscal" "c2rrtsco" "c2rmscal" "c2rmtsco" "c2rgscal" "c2rgtsco" "c3rrscal" "c3rrtsco" "c3rmscal" "c3rmtsco" "c3rgscal" "c3rgtsco" "c4rrscal" "c4rrtsco" "c4rmscal" "c4rmtsco" "c4rgscal" "c4rgtsco" "p1learn" "p1contro" "p1social" "t1learn" "t1contro" "t1interp" "t1extern" "t1intern" "p1center" "p1disabl" "p1htotal" "p1hfamil" "p1firkdg" "p1hrsprk" "wkmomed" "wkdaded" "wklangst" "wksesl" "wksesq5" "s2kpupri" "p1count" "plshare" "p1pencil" "p1still" "p1letter" "p1verbal" "p1expect" "p1readbo" "p1tellst" "p1singso" "p1helpar" "p1chores" "p1games" "p1nature" "p1build" "p1sport" "p1chlboo" "p1chsesa" "p2librar" "p2safepl" "p2garbag" "p2drug" "p2burglr" "p2violen" "p2vacant" "p2bktog"
"1938" 1938 1 1 22 50 15 45 23 52 6 3 29 48 24 48 31 56 28 42 21 38 30 50 57 52 33 40 35 51 3.17 3.2 3 3 3.5 2.4 1 2.75 1 2 7 1 1 6 5 6 2 52 5 1 2 1 1 2 1 2 5 4 2 2 2 4 2 4 3 4 200 1 2 3 3 3 3 3 3 2
"1939" 1939 2 3 26 56 43 75 42 75 9 7 38 57 49 71 47 81 39 53 48 65 45 70 58 53 55 61 45 65 3.17 2.6 3.33 3.33 3.5 3.2 1 1.25 1 2 3 2 1 59 6 6 2 52 5 1 2 2 2 2 2 2 5 4 3 3 3 3 2 2 2 2 150 1 2 3 3 3 3 3 3 1
"1940" 1940 1 1 17 44 16 47 32 62 8 4 31 50 26 50 30 55 42 55 37 55 31 51 56 51 49 56 40 57 3.33 3.6 4 3.17 3.25 3.2 1.4 1.5 2 2 4 1 1 85 8 3 2 52 5 1 3 3 2 2 3 1 4 3 3 2 2 3 3 2 2 2 100 2 1 3 3 3 3 3 3 2
"1941" 1941 2 1 37 66 30 64 24 54 7 8 59 68 30 54 31 56 67 68 38 56 30 49 84 70 51 58 36 51 4 3 4 3.5 3 3 1.2 1 1 1 4 1 1 40 7 8 2 53 5 1 2 2 2 1 2 2 5 4 2 4 2 4 2 2 2 4 100 2 1 3 3 3 3 3 3 7
"1942" 1942 1 1 22 51 24 58 29 59 8 6 36 56 30 54 38 64 39 53 49 65 41 63 67 58 58 65 44 63 2.67 3.2 3 3.33 3.25 3.4 1.4 1 1 2 5 1 1 50 6 5 2 53 5 1 4 2 2 3 3 2 4 3 3 3 3 4 2 2 3 3 200 1 2 3 3 3 3 3 3 5
"1943" 1943 1 1 14 37 13 41 34 65 5 6 37 56 33 57 40 66 38 52 38 56 36 57 54 50 50 57 38 55 3.33 3 2.67 3.6 3.25 3.2 1.6 2.5 1 2 4 1 1 35 8 4 2 53 5 2 3 2 3 2 3 2 4 3 2 4 2 4 2 2 4 3 100 1 2 3 3 3 3 3 3 7
"1944" 1944 1 1 15 41 14 42 29 59 6 7 24 42 22 46 35 60 26 40 26 44 42 65 50 48 36 43 44 64 2.83 3 3.67 2 2.75 2.5 2 1.75 1 2 5 1 1 6 6 6 2 53 5 1 4 2 3 3 3 2 4 4 3 4 3 2 3 2 4 4 100 1 2 3 3 3 3 3 3 7
"1945" 1945 1 1 16 42 19 51 36 67 8 5 28 47 25 50 37 62 32 46 26 44 39 61 59 53 38 46 43 62 2.67 2.8 3 2.83 2.5 2.4 2.4 1 2 2 4 1 1 0 3 8 2 53 5 1 2 1 2 1 2 1 5 3 2 3 2 3 1 2 2 2 200 1 2 2 3 3 3 3 3 3
"1946" 1946 2 1 24 53 22 56 28 58 7 7 30 49 24 49 20 42 33 48 32 50 29 48 61 55 38 46 32 47 2.83 2.2 2 3.17 3.25 3.2 1 2 1 2 4 1 1 0 5 6 2 53 5 1 2 2 1 2 2 1 4 3 4 3 3 4 3 2 3 3 75 1 1 3 3 3 3 3 3 7
"1947" 1947 1 1 18 45 16 46 31 61 5 8 19 35 24 49 36 61 30 45 37 55 40 62 52 49 43 51 46 68 3.33 2.6 4 3.17 3 3.2 2 1 1 2 5 1 1 32 6 6 2 53 5 1 2 2 2 3 3 1 4 3 2 2 3 3 3 2 3 3 50 1 2 3 3 3 3 3 3 7
"1948" 1948 1 1 23 53 21 54 27 57 6 8 35 55 25 49 33 57 31 46 30 48 30 50 60 53 43 50 39 55 3 2.8 2.33 3.33 3.5 3.6 1 2 1 2 4 1 1 12 5 6 2 53 5 1 3 2 2 2 3 2 4 4 3 2 3 3 4 3 4 3 50 2 1 3 3 3 3 3 3 7
"1949" 1949 1 1 22 50 18 50 37 68 5 5 26 45 24 49 40 66 36 51 36 55 42 65 56 51 45 53 45 67 3 2.8 4 3.17 4 3.8 1.2 1.5 1 1 4 1 1 7 8 5 2 53 5 2 5 3 3 3 5 2 4 4 4 3 3 4 3 3 3 3 200 2 1 3 3 3 3 3 3 2
"1950" 1950 1 1 21 50 23 57 32 62 5 5 27 46 34 57 36 61 38 52 34 53 45 70 37 39 43 51 45 65 3.33 2 2.67 1.5 2.75 3 2 1.75 1 1 3 2 1 24 6 6 2 53 5 2 3 2 3 3 4 2 4 4 3 2 3 3 3 2 2 2 40 2 1 3 3 3 3 3 3 3
"1951" 1951 1 1 25 54 16 46 17 44 7 4 41 59 25 49 22 45 50 59 33 52 34 54 69 59 42 49 38 55 3 3 2.67 3.33 3.75 3 1 2 2 2 5 1 1 0 6 6 2 53 5 1 3 1 1 3 2 2 4 3 3 3 3 4 3 4 3 4 100 1 1 2 3 3 2 3 3 7
"1952" 1952 1 1 16 42 15 44 23 52 3 6 36 56 26 50 26 50 37 51 38 56 28 48 49 48 51 57 36 51 3.33 3.4 3.33 3.17 3.5 3.25 1.2 1.5 1 2 5 1 1 2 4 3 2 53 5 2 2 2 2 2 2 2 4 4 4 4 3 4 4 4 1 3 200 1 1 3 3 3 3 3 3 7
"1953" 1953 2 1 34 64 34 67 26 56 7 8 49 63 36 60 21 44 60 65 47 64 28 48 72 61 53 60 37 53 3.17 2.8 3.33 3.83 3 3.2 2 1.25 1 2 4 1 1 45 5 6 2 53 5 1 2 1 1 1 1 1 4 4 4 2 2 2 4 2 2 2 120 1 2 3 3 3 3 3 3 7
"1954" 1954 2 1 19 47 22 56 33 63 6 8 32 51 30 54 32 56 40 53 34 52 42 65 61 54 42 50 40 58 4 3 3.33 3.17 2.5 2.2 2 2 1 2 4 1 1 48 7 5 2 53 5 2 3 1 1 1 3 2 4 4 3 3 3 3 3 3 3 2 125 1 2 3 3 3 3 3 3 7
"1955" 1955 1 1 24 54 23 57 21 50 4 8 30 50 35 58 28 52 38 52 40 58 28 48 63 55 55 62 43 61 3.5 3 4 2.6 2.67 2.2 2.2 2 1 2 4 1 1 108 6 5 2 53 5 1 3 2 1 2 2 1 4 4 3 4 4 4 3 2 3 4 80 1 2 3 3 3 3 3 3 7
"1956" 1956 2 1 19 47 13 40 14 39 4 8 28 48 29 53 25 48 35 49 26 45 33 54 50 48 39 46 36 52 3.33 2.8 3.33 3.5 3.75 4 1.2 1 1 2 7 1 1 4 7 5 2 53 5 1 5 1 2 3 3 1 4 4 2 2 2 2 4 2 2 1 100 2 1 3 3 3 3 3 3 5
"1957" 1957 1 1 16 41 23 57 22 50 6 6 43 60 29 53 33 57 46 57 38 56 32 52 60 54 37 44 24 38 3 2.8 4 2.5 2.5 2 2.4 2.25 1 2 3 5 1 12 3 6 2 53 5 2 3 2 2 2 2 2 5 4 4 4 2 4 2 2 3 2 25 2 2 3 3 3 3 3 3 4
"1958" 1958 1 1 21 49 22 56 30 60 3 4 45 61 33 57 37 62 45 56 39 57 32 53 69 59 53 60 45 65 2.83 3 4 3.5 3.5 3.4 1 2 1 2 5 1 1 6 6 6 2 53 5 2 3 2 3 3 3 2 4 4 3 4 2 4 3 3 3 4 150 2 1 3 3 3 3 3 3 7
"1959" 1959 1 1 21 49 35 69 30 60 6 8 34 54 40 64 34 59 44 56 46 63 39 61 61 55 56 63 40 57 3.33 3.2 3.67 4 3.67 3.4 1 1 1 2 5 1 1 6 6 8 2 53 5 1 3 1 2 1 2 1 4 4 2 3 3 3 2 2 4 3 100 1 1 2 3 3 3 3 3 4
"1960" 1960 1 1 36 66 27 61 31 61 7 7 39 58 32 56 37 63 48 58 38 56 39 61 68 58 49 56 44 63 3.17 2.8 4 3.17 3.25 3.2 1 1.25 1 2 5 1 1 8 5 6 2 53 5 1 2 2 2 2 2 1 5 4 2 3 2 1 3 4 2 4 150 2 1 3 3 3 3 3 3 7
"1961" 1961 2 1 32 62 19 52 25 54 6 8 53 66 32 56 26 49 59 64 39 57 32 52 69 59 49 56 40 57 3.67 2.8 3.67 2.5 4 3 1.4 1 1 2 8 1 1 24 7 6 2 53 5 2 2 2 3 3 3 2 4 3 2 4 3 4 3 2 1 3 150 1 1 3 3 3 3 3 3 7
"1962" 1962 2 1 35 65 34 68 29 59 9 7 44 61 44 67 38 64 48 58 53 69 41 64 67 58 54 61 43 62 2.83 3.2 3.33 4 4 4 1 1 1 2 5 1 1 18 8 6 2 53 5 2 2 1 1 1 2 2 4 3 3 3 2 3 4 3 2 4 100 2 1 3 3 3 3 3 3 7
"1963" 1963 1 1 16 41 22 55 25 54 7 8 35 55 35 59 37 63 38 52 40 58 36 57 49 47 52 59 39 56 3.83 3.4 4 3 3.25 2.2 1.4 1.25 1 1 5 1 1 15 6 4 2 53 5 2 3 2 1 1 3 1 4 4 3 4 4 4 3 3 3 3 200 1 1 3 3 3 3 3 3 7
"1964" 1964 2 1 29 59 30 63 25 54 8 8 47 62 46 68 38 63 44 56 47 64 37 58 68 58 50 57 39 55 3.17 3.2 3 3 4 3.2 1 1.25 2 2 9 1 1 0 6 5 2 53 5 2 3 1 3 2 3 1 5 4 2 4 4 4 4 4 4 4 100 1 1 3 3 3 2 3 3 7
"1965" 1965 1 3 15 40 18 50 13 37 8 7 25 43 19 41 16 37 31 46 31 49 21 39 53 50 46 54 29 44 2.83 3.2 3 3.33 2.75 2.2 1.4 1.75 1 2 4 1 1 40 5 5 2 53 5 2 4 4 4 3 3 2 4 3 3 3 3 2 3 1 1 2 200 2 2 3 3 3 3 3 3 2
"1966" 1966 2 1 38 67 36 69 35 65 4 3 40 58 38 62 41 67 50 59 45 62 45 72 77 64 58 66 46 69 3.67 3 4 4 3.25 3.6 1.2 1.25 1 2 5 1 1 10 6 6 2 53 5 2 2 2 1 3 2 2 3 4 4 4 3 3 3 2 2 3 200 1 2 3 2 3 3 3 3 7
"1967" 1967 1 2 22 51 17 48 16 43 4 6 32 52 15 35 14 34 31 46 21 39 22 40 41 42 35 42 35 50 2.83 2.6 3.67 2.67 3.25 2.8 2 1.5 1 2 5 1 1 35 6 8 2 53 5 2 3 2 2 2 1 1 5 4 3 4 2 4 2 1 4 2 150 1 1 3 3 3 3 3 3 7
"1968" 1968 2 5 77 87 44 76 39 71 9 6 85 85 51 72 43 72 85 80 50 66 42 65 88 78 58 66 44 63 3.67 3.2 4 4 3.25 3.8 1 1 1 2 3 2 1 11 6 6 1 53 5 1 2 2 2 2 2 2 4 4 4 3 3 3 3 2 3 2 50 2 1 3 3 3 3 3 3 2
"1969" 1969 1 1 29 59 22 56 29 59 6 8 36 55 25 49 31 55 39 53 36 55 37 59 62 55 49 56 45 65 2.67 3 3.33 3 3.5 2.8 1.4 2 1 2 4 1 1 6 6 8 2 53 5 1 4 2 4 2 4 2 4 4 4 2 3 4 2 2 4 2 100 2 2 3 3 3 3 3 3 1
"1970" 1970 1 7 26 56 23 57 24 53 6 6 36 55 34 58 35 60 41 54 34 53 34 55 70 60 44 52 40 57 3.67 2.6 4 3.5 2.75 2.6 2 1.5 1 2 4 1 1 37 6 5 2 53 5 1 2 1 2 1 1 1 6 4 4 2 2 2 2 2 1 2 200 1 1 3 1 3 3 3 3 7
"1971" 1971 2 1 28 58 25 59 33 63 6 4 47 62 33 57 37 62 46 57 31 50 42 65 65 57 44 51 39 56 3 3.2 3 2.83 3.5 3.2 1 2.25 1 2 5 1 1 0 6 6 2 53 5 1 3 2 2 2 3 2 4 4 3 3 3 4 3 3 2 3 40 1 1 3 2 3 3 3 3 7
"1972" 1972 1 1 36 66 31 64 39 71 7 8 50 64 43 66 41 68 60 65 42 59 46 73 71 60 55 62 46 67 3 2.6 2.67 2.17 3 2.25 1.8 1.25 1 2 5 1 1 40 7 2 2 53 5 2 2 2 1 2 3 1 4 3 1 3 3 3 3 3 1 3 100 1 2 3 3 3 3 3 3 2
"1973" 1973 1 1 25 55 27 61 29 59 9 8 37 56 38 61 39 65 42 55 48 64 41 63 70 59 56 63 42 60 3.17 3.2 4 4 4 4 1 1 1 2 4 1 1 9 6 6 2 53 5 1 2 1 1 1 2 1 4 4 4 4 3 4 4 4 4 4 200 2 1 3 3 3 3 3 3 5
"1974" 1974 1 1 26 56 45 76 30 60 8 4 33 53 43 66 31 56 41 54 48 64 40 62 62 55 55 61 44 63 3.17 3.2 3.67 3.5 3.5 3.25 1.8 2 2 2 4 1 1 25 6 6 2 53 5 1 1 1 1 1 1 1 4 3 2 3 2 3 3 3 3 3 100 2 2 3 3 3 3 3 3 5
"1975" 1975 1 1 25 54 28 61 31 61 5 7 34 54 37 61 34 58 41 54 40 58 36 57 64 56 57 64 43 61 3.33 2.6 4 3 3.25 3.6 1.8 1.5 1 2 4 1 1 40 6 5 2 53 5 1 3 2 3 2 3 1 5 3 2 2 3 3 2 3 3 3 40 2 2 3 3 3 3 3 3 7
"1976" 1976 1 1 72 84 40 73 34 65 6 8 75 77 39 63 37 63 81 77 41 59 40 62 80 67 58 66 43 61 3.5 2.8 4 3.5 3.75 3 1.4 1 1 2 3 2 1 8 6 6 2 53 5 1 3 2 1 2 2 1 4 4 2 4 2 3 4 3 4 2 200 1 1 3 3 3 3 3 3 5
"1977" 1977 1 2 32 62 25 59 30 60 4 7 34 53 35 59 29 53 57 63 41 59 43 67 54 50 38 46 32 47 3 3.2 4 3.8 3.75 3.8 1 1 1 2 3 2 1 50 5 5 2 53 5 1 2 2 1 3 1 1 4 4 2 4 2 3 2 4 2 4 50 1 1 3 3 3 3 3 3 7
"1978" 1978 2 1 28 58 23 57 32 62 8 8 41 59 33 57 38 63 40 53 42 59 40 62 55 51 52 59 43 62 2.67 2.6 3 3 3.5 3.6 1.6 1.5 2 1 4 1 1 0 6 5 2 53 5 2 4 1 1 3 1 3 6 4 3 4 1 3 2 2 2 2 30 1 1 3 3 3 3 3 3 5
"1979" 1979 2 2 20 48 14 43 10 31 1 8 36 55 23 47 14 34 48 58 30 48 20 38 52 49 38 46 23 37 2.83 3.2 4 2.33 3 2.5 2.6 1.5 1 2 3 2 1 40 6 5 2 53 5 1 2 2 2 2 2 2 4 3 2 3 2 3 3 2 2 3 50 1 2 3 3 3 3 3 3 7
"1980" 1980 2 1 35 65 30 64 34 64 6 6 60 69 38 61 40 67 66 68 40 58 42 66 78 64 52 59 48 73 3.33 3.2 3.33 3.5 3.5 3.4 1.2 1.5 1 2 3 2 1 15 3 8 2 53 5 1 3 1 1 2 3 1 3 4 3 2 3 4 4 3 2 3 75 2 1 3 3 3 3 3 3 3
"1981" 1981 2 1 35 65 32 65 31 61 5 8 64 71 42 65 33 57 71 70 50 66 36 58 78 65 55 62 43 62 3 2.8 3 3.5 3.25 3.6 1.8 1 1 2 4 1 1 45 6 5 2 53 5 1 2 2 2 2 2 1 4 4 2 3 3 4 3 2 2 3 30 1 1 3 3 3 3 3 3 7
"1982" 1982 1 1 27 57 28 62 33 64 6 7 54 66 38 62 35 59 52 61 39 57 42 65 75 63 53 60 46 67 2.83 3 3.33 3.67 3.75 3.8 1.2 1.25 1 2 3 2 1 20 6 6 2 53 5 2 3 1 1 1 1 1 4 4 3 4 2 1 3 2 2 4 100 1 2 2 3 3 3 3 3 7
"1983" 1983 1 1 48 73 37 70 28 57 9 8 52 65 44 66 36 62 64 66 56 72 37 59 78 65 60 69 40 58 3.67 2 4 3 3.5 3.2 1 2.5 1 2 5 1 1 15 6 6 2 53 5 1 3 1 1 1 3 2 4 4 3 3 2 4 3 3 3 3 80 2 1 3 3 3 2 3 3 7
"1984" 1984 1 1 31 61 24 58 38 70 9 8 43 60 40 64 36 61 44 56 36 55 41 63 61 54 48 55 41 59 3 3.6 3 3 3.5 2.8 1.4 1.5 1 2 4 1 1 20 5 6 2 53 5 1 3 1 2 3 1 1 4 4 4 4 3 3 2 3 3 2 70 2 2 2 3 3 3 3 3 5
"1985" 1985 1 2 23 52 20 53 14 39 4 6 35 55 27 51 29 53 41 54 33 51 34 54 60 54 46 54 35 51 2.83 3 4 2 2.25 1.6 3.2 2 1 2 4 1 1 30 5 6 2 53 5 1 2 1 2 2 1 1 5 4 4 3 3 4 3 2 1 4 150 1 1 3 3 3 3 3 3 2
"1986" 1986 2 2 28 59 17 49 27 56 6 7 37 56 29 53 29 52 42 55 34 52 33 53 57 52 46 53 36 52 2.5 3.4 3 1.83 1.5 1.8 2.6 1.75 1 2 3 2 1 50 6 6 2 53 5 1 1 1 1 1 1 1 6 4 3 1 3 4 1 3 1 1 100 2 1 3 3 3 3 3 3 7
"1987" 1987 1 1 15 41 16 47 14 40 2 2 33 53 24 49 20 42 37 51 37 55 23 42 66 57 46 54 32 47 3.33 2.8 3.33 2.83 3.25 3.2 1.4 2 2 1 5 1 1 6 6 6 2 53 5 1 2 2 3 2 2 2 4 4 2 4 2 4 2 2 4 2 100 2 2 3 3 3 3 3 3 7
"1988" 1988 2 3 33 64 22 56 29 59 8 8 46 62 37 61 33 58 70 70 34 53 41 64 79 65 53 59 46 68 3.17 1.8 4 3.5 3 3.2 1 1 2 2 4 1 1 28 5 5 1 53 5 2 1 1 1 1 1 1 5 4 4 3 3 4 2 1 1 1 30 1 2 3 3 3 3 3 3 3
"1989" 1989 2 3 29 59 27 61 29 59 9 8 41 59 41 64 33 57 47 58 48 64 33 54 73 61 58 66 43 61 3.5 3.4 3 3.17 2.75 3 1.8 1.25 2 2 4 1 1 0 5 9 2 53 5 2 2 2 3 2 3 2 6 4 4 1 1 3 2 1 1 1 200 2 2 3 3 3 3 3 3 5
"1990" 1990 2 1 18 45 16 46 28 57 7 6 36 55 25 49 37 63 43 55 38 56 34 54 62 55 46 53 38 54 2.67 3 2.67 3.67 4 3.8 1 1.5 1 2 3 2 1 40 5 6 2 53 5 1 3 2 2 1 3 1 4 3 2 4 4 2 4 1 1 1 40 2 2 3 3 3 3 3 3 0
"1991" 1991 1 1 16 41 14 43 24 53 6 6 22 39 16 36 24 47 29 43 20 38 27 46 37 39 34 41 37 53 2.83 2.8 3.67 3 3.25 3 1 1 1 2 5 1 1 18 6 6 2 53 5 2 3 2 2 2 4 1 4 3 2 2 2 3 3 2 2 3 75 2 2 3 3 3 3 3 3 5
"1992" 1992 2 1 35 65 25 59 21 49 6 6 56 67 32 56 32 56 65 67 37 55 38 59 79 65 51 58 46 67 3 3.2 4 2.67 3.33 2.6 1.75 1.75 1 2 4 1 1 9 5 8 2 53 5 1 2 2 2 1 2 2 4 4 4 4 2 4 2 2 1 2 100 2 1 3 3 3 3 3 3 5
"1993" 1993 1 1 24 54 19 51 34 65 9 6 36 55 44 67 41 68 41 54 45 62 39 61 57 52 55 61 45 66 3.17 3.2 3.33 3.67 3.5 3.8 1.6 1 1 2 4 1 1 35 6 6 2 53 5 2 2 1 3 2 2 2 5 3 3 3 3 4 3 3 3 3 200 2 1 3 3 3 3 3 3 1
"1994" 1994 1 1 21 49 15 45 19 47 6 6 25 44 24 48 35 60 27 41 22 40 38 60 39 41 37 45 41 59 3.33 3 3.33 2.83 3.5 3.6 1.2 1 1 2 8 1 1 35 6 5 2 53 5 2 3 2 2 3 3 2 4 4 3 3 3 4 3 3 3 3 200 1 1 3 3 3 3 3 3 4
"1995" 1995 1 1 21 50 22 56 30 60 3 6 29 48 30 54 35 59 34 49 35 54 31 51 50 48 43 51 40 57 2.5 2.2 3.33 2.33 3.25 3.25 1.4 1 1 2 5 1 1 20 5 6 2 53 5 2 2 2 3 3 3 2 4 4 4 3 3 4 3 2 3 3 100 2 1 3 3 3 3 3 3 5
"1996" 1996 1 1 20 49 54 83 22 51 6 6 35 54 54 75 26 50 47 57 53 69 35 56 63 55 57 64 39 55 3 3 4 3.17 3 3.4 1.8 1.75 1 2 5 1 1 9 5 6 2 53 5 1 2 1 2 3 3 2 4 3 3 4 2 4 4 2 3 4 100 2 1 3 2 3 3 3 3 7
"1997" 1997 2 5 26 56 19 52 17 44 8 8 29 48 32 56 21 43 39 53 43 60 26 45 61 55 50 57 35 50 3 2 3.67 3.83 3.75 3.8 1 1 2 2 5 1 1 0 3 5 2 53 5 1 2 2 2 2 2 2 4 2 2 4 3 4 2 2 1 3 30 1 1 2 3 3 3 3 3 7
"1998" 1998 2 1 32 62 23 57 15 42 3 5 54 66 31 55 29 52 60 65 39 57 29 49 76 63 45 53 37 52 3.33 2.6 4 4 4 4 1 1 1 1 4 1 1 47 6 6 2 53 5 1 1 1 2 2 1 1 5 3 4 4 3 4 3 2 3 3 200 2 2 3 3 3 3 3 3 7
"1999" 1999 2 1 36 66 23 57 23 52 8 6 53 66 35 59 37 63 58 63 40 58 38 60 72 61 50 57 39 56 2.67 3.6 3.33 2.83 3.25 2.8 1.6 1.25 1 2 5 1 1 8 6 5 2 53 5 1 4 2 3 2 3 2 4 3 3 4 3 4 3 2 3 3 50 1 1 3 3 3 3 3 3 7
"2000" 2000 2 3 14 37 11 38 24 53 4 7 30 50 21 45 31 55 34 49 32 50 38 60 41 42 33 40 40 57 3.83 2.8 4 2.83 2.25 2.4 2.4 2 1 2 4 2 1 20 5 6 2 53 5 1 2 1 1 1 1 1 5 3 3 3 3 3 3 3 2 3 50 1 1 3 3 3 3 3 3 2
"2001" 2001 2 1 27 57 24 58 20 49 8 7 37 56 34 58 30 54 44 56 36 54 28 47 67 58 45 53 34 49 2.5 3.2 3.33 3 3.5 3 1.4 2.25 2 2 4 1 1 0 5 6 2 53 5 2 3 2 4 2 2 2 4 4 4 4 2 4 2 1 4 3 50 1 2 3 3 3 3 3 3 3
"2002" 2002 1 6 32 62 25 59 19 47 7 6 49 64 35 59 19 41 62 65 48 64 34 54 74 62 50 57 38 55 3.83 3.2 4 3.5 3 3.4 1 1 1 2 4 1 1 27 6 6 2 53 5 1 1 1 1 1 3 1 6 2 2 3 2 1 3 2 2 2 50 2 1 3 3 3 3 3 3 2
"2003" 2003 1 1 24 53 17 48 30 60 6 6 43 60 44 66 35 60 39 53 37 55 41 64 75 63 53 60 42 60 3.5 3 3.67 3.5 3.75 3.8 1 1 1 2 5 1 1 21 6 5 2 53 5 1 4 2 2 2 5 2 5 4 3 3 4 4 4 3 3 4 50 2 1 3 3 3 2 3 3 7
"2004" 2004 1 1 20 48 16 46 30 60 7 4 48 63 34 58 35 60 44 56 40 58 40 62 74 62 51 58 43 62 3.5 2.8 3 2.33 2.75 2.2 1.2 2 1 2 5 1 1 24 6 8 2 53 5 1 3 2 2 1 3 1 4 4 4 2 2 3 3 2 3 3 60 2 1 3 3 3 3 3 3 7
"2005" 2005 1 1 15 40 13 41 32 62 3 5 29 49 23 47 35 60 30 45 34 52 38 60 54 50 52 59 41 58 2.83 2.4 2.33 1.83 2.25 2.2 2.4 1.5 1 2 4 1 1 29 5 6 2 53 5 1 3 3 3 3 3 1 4 3 2 3 2 3 2 2 2 2 35 2 2 2 3 3 3 3 3 7
"2006" 2006 2 1 22 51 18 50 24 53 4 8 36 55 34 57 32 56 34 49 36 54 39 61 49 47 43 51 43 61 3.17 3 3.33 3.5 3.5 3 1 1.5 1 2 5 1 1 48 6 6 2 53 5 1 1 1 1 1 2 1 4 3 2 3 3 3 2 2 2 3 50 2 2 3 3 3 3 3 3 7
"2007" 2007 1 8 36 66 28 62 37 68 9 7 47 62 42 65 41 68 44 56 45 62 43 67 72 61 50 57 46 68 3.83 3.2 3.33 3 3.75 3.6 1.2 1.25 2 2 4 1 1 8 7 6 2 53 5 1 4 1 3 1 3 1 4 4 4 4 4 4 4 2 4 4 100 1 1 2 3 3 2 3 3 7
"2008" 2008 1 1 27 57 27 61 21 50 6 6 32 51 39 63 34 59 36 50 36 54 31 51 52 49 50 57 34 50 3.5 3.4 4 2.5 2.5 2.6 2 1.25 1 1 4 1 1 24 5 5 2 53 5 2 1 1 1 1 1 1 4 4 3 2 3 3 3 2 4 2 150 1 1 3 3 3 3 3 3 4
"2009" 2009 1 1 18 45 24 58 33 64 9 8 27 46 45 67 39 65 28 43 50 66 41 63 56 51 58 65 46 67 3.33 3 4 2.33 2 2.2 2.4 2 1 1 5 1 1 27 8 6 2 53 5 2 3 3 4 3 3 2 4 3 3 4 2 3 4 3 3 3 200 2 1 3 3 3 3 3 3 7
"2010" 2010 1 1 22 51 30 63 26 55 3 4 32 52 37 61 28 52 32 46 44 61 31 51 49 47 48 55 37 53 3.67 3.6 4 3 3.33 2.6 1.6 1.25 1 2 5 1 1 39 5 6 2 53 5 1 2 3 3 2 4 2 4 2 2 3 3 4 2 2 2 3 100 2 2 3 3 3 3 3 3 7
"2011" 2011 2 1 22 50 21 55 28 58 7 8 38 57 32 56 34 59 37 51 34 53 38 60 61 54 51 58 39 55 3.5 3 3 4 4 3.8 1 1.25 1 2 3 2 1 16 6 6 2 53 5 2 3 1 1 2 3 1 4 4 4 3 3 3 4 3 3 4 80 1 1 2 3 3 3 3 3 7
"2012" 2012 1 8 24 54 22 55 30 60 7 8 34 54 39 63 34 59 38 52 41 59 34 55 67 58 45 53 41 59 3.17 3.4 3.67 3.17 3.5 3.6 1 2 1 2 5 1 1 45 6 5 2 53 5 2 3 2 3 2 3 2 4 4 4 3 3 3 3 3 2 3 100 2 2 2 3 3 3 3 3 7
"2013" 2013 1 1 15 41 15 44 25 54 9 8 32 51 30 54 27 51 31 46 33 52 26 46 54 50 44 51 31 46 3.5 3.2 4 3 3.25 3.2 1 1.25 1 2 4 1 1 22 4 5 2 53 5 2 3 2 1 1 3 1 4 4 2 4 4 4 3 2 3 3 100 1 1 3 3 3 3 3 3 7
"2014" 2014 1 5 56 77 45 76 31 61 9 4 70 74 46 68 37 62 74 72 47 63 38 60 84 71 55 62 44 65 2.33 2.2 2.67 3.67 4 3.6 1.8 1 1 2 5 1 1 20 8 8 2 53 5 2 2 2 3 3 3 3 5 4 3 2 2 2 3 1 2 2 10 2 1 2 3 3 2 3 3 7
"2015" 2015 2 1 43 70 41 73 38 70 9 7 56 67 44 67 42 70 71 70 49 65 45 70 79 66 56 63 45 66 3.83 3.6 3.67 4 4 4 1 1.25 1 2 5 1 1 20 6 6 2 53 5 2 1 1 1 1 1 1 4 4 3 3 3 4 3 3 2 3 100 2 1 3 3 3 3 3 3 7
"2016" 2016 2 1 20 47 18 50 29 59 9 8 33 52 29 53 38 64 38 52 32 50 39 61 54 50 48 55 42 59 3.5 3 3.67 3.5 4 3.4 1.8 1.5 2 2 5 1 1 4 6 6 2 53 5 1 4 2 3 2 2 1 4 4 4 3 3 4 2 3 2 3 60 2 2 3 3 3 3 3 3 7
"2017" 2017 1 1 29 59 20 53 24 54 6 6 37 56 28 52 34 59 27 41 29 48 36 58 70 60 48 55 42 61 2.5 2.8 2.67 3 3.5 3 1.2 1.25 1 2 6 1 1 12 5 6 2 53 5 1 2 1 2 1 2 2 4 4 2 2 2 2 2 2 2 3 80 2 1 3 3 3 3 3 3 7
